AMOUNT,CHITS_GROUP_ID,CUSTOMER_ID,STR,PAYMENT_DATE_TIME,PAYMENT_DATE,TXN_DATE_TIME,TXN_DATE,USER_GOAL_ID,UTR_NO,VENDOR_TXN_ID,PAYMENT_MODE
500,724477,764494,C35899531667372028375,2022-11-03,2022-11-03,2022-11-02,2022-11-02,764501,2.31E+11,764501T1667372128343,UPI
4000,1918477,2011534,C60972541667372132596,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2023688,2.31E+11,2023688T1667372223477,UPI
2000,1967040,2009937,C60969631667372743592,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2010240,2.31E+11,2010240T1667372861073,UPI
1000,2381393,2357986,C61192221667374558326,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2389244,2.31E+11,2389244T1667374663518,UPI
1000,1853806,1539923,C818311667375508561,2022-11-03,2022-11-03,2022-11-02,2022-11-02,1881350,2.31E+11,1881350T1667375610664,UPI
2000,1551754,1520416,C60281851667376383760,2022-11-03,2022-11-03,2022-11-02,2022-11-02,1680316,2.31E+11,1680316T1667376486225,UPI
2000,2341409,2389339,C61218071667377076267,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2389363,2.31E+11,2389363T1667377194708,UPI
2000,1736176,1846506,C60787771667377217125,2022-11-03,2022-11-03,2022-11-02,2022-11-02,1846516,2.31E+11,1846516T1667377356519,UPI
1000,2104010,1976472,C60937341667377469677,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2106457,2.31E+11,2106457T1667377568521,UPI
250,709717,711032,C450701667377692300,2022-11-03,2022-11-03,2022-11-02,2022-11-02,711070,2.31E+11,711070T1667377861197,UPI
1000,1565622,1599659,C60421621667380316743,2022-11-03,2022-11-03,2022-11-02,2022-11-02,1604531,2.31E+11,1604531T1667380447985,UPI
2000,647505,663051,C817401667380542689,2022-11-03,2022-11-03,2022-11-02,2022-11-02,665480,2.31E+11,665480T1667380695548,UPI
1000,2015860,2048342,C61005991667381610487,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2066727,2.31E+11,2066727T1667381701144,UPI
2000,1967040,1905467,C60761221667381627507,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2030227,2.31E+11,2030227T1667381728485,UPI
1000,1886397,1900281,C60856381667382428817,2022-11-03,2022-11-03,2022-11-02,2022-11-02,1900316,2.31E+11,1900316T1667382526983,UPI
1000,2015860,1880949,C60832931667382640340,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2040948,2.31E+11,2040948T1667382773105,UPI
500,724477,715219,C45065021667384439548,2022-11-03,2022-11-03,2022-11-02,2022-11-02,991664,2.31E+11,991664T1667384549179,UPI
250,713642,715219,C45065021667384519662,2022-11-03,2022-11-03,2022-11-02,2022-11-02,715278,2.31E+11,715278T1667384607369,UPI
4000,2236854,2389748,C61218751667384685295,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2389763,2.31E+11,2389763T1667384779515,UPI
2000,1967040,1953724,C60915161667385147653,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2041011,2.31E+11,2041011T1667385243623,UPI
2000,1967040,1992468,C60952451667386541967,2022-11-03,2022-11-03,2022-11-02,2022-11-02,1992478,2.31E+11,1992478T1667386632480,UPI
1000,2070676,2091448,C61020461667388345043,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2091466,2.31E+11,2091466T1667388447256,UPI
1000,2381393,2218510,C2397611667389046719,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2389919,2.31E+11,2389919T1667389149627,UPI
1000,2070676,2094345,C60448441667389832686,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2094368,2.31E+11,2094368T1667389967075,UPI
1000,2381393,2389965,C61219131667390126945,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2389976,2.31E+11,2389976T1667390230483,UPI
500,724477,959638,C32053471667391186414,2022-11-03,2022-11-03,2022-11-02,2022-11-02,959644,2.31E+11,959644T1667391324129,UPI
1000,1820262,1829886,C60776251667393392223,2022-11-03,2022-11-03,2022-11-02,2022-11-02,1829943,2.31E+11,1829943T1667393497263,UPI
1000,2381393,2373984,C61206341667394059679,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2390141,2.31E+11,2390141T1667394176003,UPI
1000,1691764,1693029,C60615741667394836861,2022-11-03,2022-11-03,2022-11-02,2022-11-02,1693042,2.31E+11,1693042T1667394938643,UPI
2000,647505,663962,C8781667395408972,2022-11-03,2022-11-03,2022-11-02,2022-11-02,664027,2.31E+11,664027T1667395490856,UPI
1000,1853806,1838631,C60783741667396339050,2022-11-03,2022-11-03,2022-11-02,2022-11-02,1860059,2.31E+11,1860059T1667396460460,UPI
1000,2015860,2065374,C61016241667396987658,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2065400,2.31E+11,2065400T1667397101170,UPI
1000,2381393,2390269,C61219631667397393984,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2390281,2.31E+11,2390281T1667397685744,UPI
500,647767,705540,C24411911667399033356,2022-11-03,2022-11-03,2022-11-02,2022-11-02,705550,2.31E+11,705550T1667399156946,UPI
250,647765,694184,C36091961667399044403,2022-11-03,2022-11-03,2022-11-02,2022-11-02,694199,2.31E+11,694199T1667399193473,UPI
1000,2341212,2390315,C61219761667399666080,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2390356,2.31E+11,2390356T1667399790315,UPI
1000,2104010,1826767,C60769391667399882450,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2119037,2.31E+11,2119037T1667400021901,UPI
1000,1565622,1584339,C60391571667401672594,2022-11-03,2022-11-03,2022-11-02,2022-11-02,1584354,2.31E+11,1584354T1667401777674,UPI
4000,1551546,1675123,C60583261667401731558,2022-11-03,2022-11-03,2022-11-02,2022-11-02,1675131,2.31E+11,1675131T1667401825433,UPI
2000,961873,963208,C58606991667401808855,2022-11-03,2022-11-03,2022-11-02,2022-11-02,998458,2.31E+11,998458T1667401933796,UPI
4000,1736358,1906372,C60865451667402744697,2022-11-03,2022-11-03,2022-11-02,2022-11-02,1913575,2.31E+11,1913575T1667402837700,UPI
1000,2381393,2384173,C61214471667403487665,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2390523,2.31E+11,2390523T1667403957133,UPI
1000,1498133,1551213,C60339161667404047962,2022-11-03,2022-11-03,2022-11-02,2022-11-02,1551275,2.31E+11,1551275T1667404264706,UPI
1000,2070676,2016592,C60976231667405257980,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2084441,2.31E+11,2084441T1667405358586,UPI
1000,1710919,1711581,C60647551667405663990,2022-11-03,2022-11-03,2022-11-02,2022-11-02,1711609,2.31E+11,1711609T1667405758594,UPI
2000,647505,662726,C601221667405684059,2022-11-03,2022-11-03,2022-11-02,2022-11-02,663163,2.31E+11,663163T1667405780946,UPI
1000,2381393,2358413,C61192991667405787639,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2390618,2.31E+11,2390618T1667405899383,UPI
1000,2381393,2341832,C61179921667406353463,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2390665,2.31E+11,2390665T1667406464170,UPI
4000,2236854,2364669,C61198381667407181746,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2390691,2.31E+11,2390691T1667407286792,UPI
1000,2104010,2112848,C61060261667407225577,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2112871,2.31E+11,2112871T1667407319536,UPI
500,647767,705331,C43304791667407275160,2022-11-03,2022-11-03,2022-11-02,2022-11-02,705355,2.31E+11,705355T1667407386828,UPI
500,647767,705508,C43498401667408892162,2022-11-03,2022-11-03,2022-11-02,2022-11-02,705514,2.31E+11,705514T1667409007648,UPI
4000,1551546,1685446,C60598551667409115139,2022-11-03,2022-11-03,2022-11-02,2022-11-02,1685466,2.31E+11,1685466T1667409223553,UPI
2000,647505,683833,C37090151667410328745,2022-11-03,2022-11-03,2022-11-02,2022-11-02,683837,2.31E+11,683837T1667410424144,UPI
1000,2381393,2119744,C61067331667411484470,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2390840,2.31E+11,2390840T1667411807199,UPI
1000,2104010,2098398,C61044921667411742642,2022-11-03,2022-11-03,2022-11-02,2022-11-02,2119100,2.31E+11,2119100T1667411869925,UPI
2000,1426714,1529854,C60299511667412138820,2022-11-03,2022-11-03,2022-11-02,2022-11-02,1531046,2.31E+11,1531046T1667412251529,UPI
250,714932,716777,C24335751667413269300,2022-11-03,2022-11-03,2022-11-02,2022-11-02,716871,2.31E+11,716871T1667413401568,UPI
250,647765,681329,C41542081667413684724,2022-11-03,2022-11-03,2022-11-02,2022-11-02,681335,2.31E+11,681335T1667413792573,UPI
1000,2070676,2084069,C60083191667420048379,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2084242,29931045391,2084242T1667420155713,UPI
1000,2381393,2084847,C61033411667422111337,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2391068,29931045391,2391068T1667422280850,UPI
2000,2341409,2318577,C61142391667424709172,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2391104,29931045391,2391104T1667424858141,UPI
4000,1918477,1726474,C60666331667434467980,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1976053,29931045391,1976053T1667434580116,UPI
1000,2381393,2362816,C61194601667435801336,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2394263,29931045391,2394263T1667435919335,UPI
1000,1498133,1553225,C60243271667436495362,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1553233,29931045391,1553233T1667436585128,UPI
1000,2104010,2110866,C61056381667438241621,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2124453,29931045391,2124453T1667438411235,UPI
1000,2381393,2285645,C61137041667442411643,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2394372,29931045391,2394372T1667442508341,UPI
1000,2104010,1771424,C60701861667444908124,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2210692,29931045391,2210692T1667445050332,UPI
2000,2341409,2260079,C61112601667445273467,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2394449,29931045391,2394449T1667445438912,UPI
1000,2070676,1856226,C60800041667447136968,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2092882,29931045391,2092882T1667447239770,UPI
250,737177,754581,C20351781667450087264,2022-11-04,2022-11-04,2022-11-03,2022-11-03,754594,29931045391,754594T1667450189733,UPI
2000,647505,741892,C49191071667451548240,2022-11-04,2022-11-04,2022-11-03,2022-11-03,744720,29931045391,744720T1667451645830,UPI
500,724477,741892,C49191071667451616425,2022-11-04,2022-11-04,2022-11-03,2022-11-03,755165,29931045391,755165T1667451699066,UPI
1500,647769,681398,C26745081667452238642,2022-11-04,2022-11-04,2022-11-03,2022-11-03,681403,29931045391,681403T1667452465784,UPI
1000,1735955,1725977,C60665131667453128288,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1771711,29931045391,1771711T1667453233454,UPI
1000,1820262,1822232,C47489581667453213183,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1822250,29931045391,1822250T1667453325189,UPI
1000,2381393,2373593,C61205771667454024067,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2395000,29931045391,2395000T1667454117686,UPI
250,729592,737044,C24657051667454288779,2022-11-04,2022-11-04,2022-11-03,2022-11-03,737047,29931045391,737047T1667454441771,UPI
2000,2341409,2376897,C61209941667454713836,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2395029,29931045391,2395029T1667454803073,UPI
2000,647505,694981,C20316321667454734872,2022-11-04,2022-11-04,2022-11-03,2022-11-03,694985,29931045391,694985T1667454841876,UPI
1000,2381393,2249515,C61050561667454820832,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2395035,29931045391,2395035T1667454916292,UPI
250,717348,721659,C20222281667455055849,2022-11-04,2022-11-04,2022-11-03,2022-11-03,721706,29931045391,721706T1667455143295,UPI
1000,2104010,1529275,C49847981667456037964,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2210634,29931045391,2210634T1667456152718,UPI
1000,1498133,1529275,C49847981667456153083,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1529285,29931045391,1529285T1667456265911,UPI
1000,2381393,2041827,C60364461667456377361,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2395133,29931045391,2395133T1667456476203,UPI
4000,1551546,1609185,C60450161667457193433,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1609191,29931045391,1609191T1667457287673,UPI
1000,2381393,2073473,C60868631667457726796,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2395194,29931045391,2395194T1667457838618,UPI
4000,1736358,1815798,C60757141667458108059,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1815832,29931045391,1815832T1667458216224,UPI
4000,2381939,1815798,C60757141667458254037,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2395215,29931045391,2395215T1667458338849,UPI
2000,2341409,2351356,C61186901667458291695,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2395222,29931045391,2395222T1667458400522,UPI
1000,2070676,1744291,C60679721667459682616,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2085617,29931045391,2085617T1667459789519,UPI
1500,647769,825944,C58133361667460214204,2022-11-04,2022-11-04,2022-11-03,2022-11-03,826140,29931045391,826140T1667460453096,UPI
2000,1259443,1375391,C834891667460337478,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1375398,29931045391,1375398T1667460478755,UPI
1500,647769,825944,C58133361667460409951,2022-11-04,2022-11-04,2022-11-03,2022-11-03,826376,29931045391,826376T1667460492014,UPI
1500,647769,825944,C58133361667460445648,2022-11-04,2022-11-04,2022-11-03,2022-11-03,834815,29931045391,834815T1667460614651,UPI
4000,2381939,2391025,C61211851667461339879,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2395400,29931045391,2395400T1667461811312,UPI
2000,961873,1068789,C59418581667461578596,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1069461,29931045391,1069461T1667461686149,UPI
250,696735,702819,C1813001667461589029,2022-11-04,2022-11-04,2022-11-03,2022-11-03,702834,29931045391,702834T1667461694869,UPI
500,583087,645217,C15023691667461641240,2022-11-04,2022-11-04,2022-11-03,2022-11-03,645998,29931045391,645998T1667461923478,UPI
250,647765,692720,C22658351667461661650,2022-11-04,2022-11-04,2022-11-03,2022-11-03,692764,29931045391,692764T1667461828225,UPI
1000,1498133,1508639,C60245211667461663105,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1508658,29931045391,1508658T1667461748826,UPI
250,729592,737859,C31770651667461709067,2022-11-04,2022-11-04,2022-11-03,2022-11-03,737862,29931045391,737862T1667461820586,UPI
1000,1820262,1826869,C60769731667461736219,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1826879,29931045391,1826879T1667461830604,UPI
250,717348,721673,C595501667461765795,2022-11-04,2022-11-04,2022-11-03,2022-11-03,721696,29931045391,721696T1667461877885,UPI
2000,1892996,1953259,C60913821667461781010,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1953284,29931045391,1953284T1667461899526,UPI
1000,2015860,1819948,C60760991667461794442,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2061277,29931045391,2061277T1667461887411,UPI
2000,1736176,1754573,C60293491667461807321,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1754799,29931045391,1754799T1667461919442,UPI
1000,1917974,1918189,C60874681667461850958,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1924234,29931045391,1924234T1667461955726,UPI
1000,2015860,2028611,C60987271667461867672,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2028632,29931045391,2028632T1667461964386,UPI
1000,1886397,1754573,C60293491667461886204,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1888874,29931045391,1888874T1667461972465,UPI
500,647767,705491,C36293241667461890451,2022-11-04,2022-11-04,2022-11-03,2022-11-03,705511,29931045391,705511T1667462013270,UPI
1000,1962449,1754573,C60293491667461946934,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1992171,29931045391,1992171T1667462035894,UPI
500,707869,709564,C46172361667462091372,2022-11-04,2022-11-04,2022-11-03,2022-11-03,709573,29931045391,709573T1667462198368,UPI
500,583087,645217,C15023691667462096165,2022-11-04,2022-11-04,2022-11-03,2022-11-03,645999,29931045391,645999T1667462281434,UPI
250,714932,716133,C2751111667462124782,2022-11-04,2022-11-04,2022-11-03,2022-11-03,716174,29931045391,716174T1667462249438,UPI
1000,2381393,2303717,C61005371667462197988,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2395443,29931045391,2395443T1667462319295,UPI
250,647765,692986,C53651667462266910,2022-11-04,2022-11-04,2022-11-03,2022-11-03,692998,29931045391,692998T1667462419496,UPI
1000,1917974,1906778,C60866581667462320855,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1926208,29931045391,1926208T1667462467365,UPI
2000,647505,710342,C24907831667462327499,2022-11-04,2022-11-04,2022-11-03,2022-11-03,942921,29931045391,942921T1667462431776,UPI
1000,1962449,2004809,C60966331667462350777,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2004840,29931045391,2004840T1667462457215,UPI
4000,1736358,1802573,C60736911667462423166,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1902014,29931045391,1902014T1667462618044,UPI
250,647765,643124,C806791667462532812,2022-11-04,2022-11-04,2022-11-03,2022-11-03,692250,29931045391,692250T1667462622396,UPI
500,647767,643124,C806791667462576624,2022-11-04,2022-11-04,2022-11-03,2022-11-03,695205,29931045391,695205T1667462681917,UPI
250,935147,961889,C19558561667462671528,2022-11-04,2022-11-04,2022-11-03,2022-11-03,961931,29931045391,961931T1667462795552,UPI
1000,1853806,1855740,C60798331667462713536,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1859662,29931045391,1859662T1667462808243,UPI
4000,1918477,1952874,C60913041667462766138,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1952897,29931045391,1952897T1667462862860,UPI
2000,1892996,1918303,C60878681667463161641,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1918677,29931045391,1918677T1667463277917,UPI
1500,647769,837743,C58152541667463239264,2022-11-04,2022-11-04,2022-11-03,2022-11-03,837873,29931045391,837873T1667463563860,UPI
1000,1886397,1902009,C1100301667463440532,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1914126,29931045391,1914126T1667463545684,UPI
1000,2381393,2066245,C2477901667463933786,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2395524,29931045391,2395524T1667464057093,UPI
250,714932,716855,C422661667464070507,2022-11-04,2022-11-04,2022-11-03,2022-11-03,716890,29931045391,716890T1667464171514,UPI
1000,1886397,1912213,C60872821667464107023,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1912349,29931045391,1912349T1667464205177,UPI
2000,961873,1057169,C44299631667464310426,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1057172,29931045391,1057172T1667464463170,UPI
2000,2341409,1948420,C60908851667464597930,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2395547,29931045391,2395547T1667464773243,UPI
2000,1426714,1564092,C60356591667464803595,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1564121,29931045391,1564121T1667464916618,UPI
2000,1967040,2004209,C60964551667464885444,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2004219,29931045391,2004219T1667464984474,UPI
250,714880,718064,C1192681667467163715,2022-11-04,2022-11-04,2022-11-03,2022-11-03,718079,29931045391,718079T1667467302932,UPI
500,707869,726183,C1194861667467335606,2022-11-04,2022-11-04,2022-11-03,2022-11-03,726186,29931045391,726186T1667467453698,UPI
1000,1917974,1766604,C60697141667468221432,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1954102,29931045391,1954102T1667468355206,UPI
2000,1551754,1584142,C60390121667469005539,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1584780,29931045391,1584780T1667469144775,UPI
2000,724477,957148,C58595421667469182019,2022-11-04,2022-11-04,2022-11-03,2022-11-03,957173,29931045391,957173T1667469286590,UPI
2000,1426714,1412153,C59794801667471223784,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1524585,29931045391,1524585T1667471476791,UPI
2000,1967040,1977313,C60938661667471908251,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1977344,29931045391,1977344T1667472101709,UPI
2000,1892996,1867544,C60811621667472360641,2022-11-04,2022-11-04,2022-11-03,2022-11-03,1938274,29931045391,1938274T1667472459612,UPI
250,714880,718290,C417151667475063012,2022-11-04,2022-11-04,2022-11-03,2022-11-03,718389,29931045391,718389T1667475179674,UPI
1000,2381393,2228972,C60136411667475173261,2022-11-04,2022-11-04,2022-11-03,2022-11-03,2396213,29931045391,2396213T1667475296369,UPI
